Descripcio_causa_mediata,Numero_expedient
No hi ha causa mediata,2019S002810    
No hi ha causa mediata,2019S000898    
No hi ha causa mediata,2019S000993    
No hi ha causa mediata,2019S001911    
Drogues o medicaments,2019S001238    
No hi ha causa mediata,2019S008895    
No hi ha causa mediata,2019S003337    
No hi ha causa mediata,2019S004274    
No hi ha causa mediata,2019S001235    
No hi ha causa mediata,2019S003242    
No hi ha causa mediata,2019S003248    
No hi ha causa mediata,2019S005924    
Excés de velocitat o inadequada,2019S008236    
No hi ha causa mediata,2019S005164    
No hi ha causa mediata,2019S004010    
No hi ha causa mediata,2019S001995    
No hi ha causa mediata,2019S002627    
No hi ha causa mediata,2019S007594    
No hi ha causa mediata,2019S007785    
No hi ha causa mediata,2019S006898    
No hi ha causa mediata,2019S002814    
No hi ha causa mediata,2019S008220    
No hi ha causa mediata,2019S006496    
No hi ha causa mediata,2019S007525    
No hi ha causa mediata,2019S003347    
No hi ha causa mediata,2019S004582    
No hi ha causa mediata,2019S007084    
No hi ha causa mediata,2019S000811    
No hi ha causa mediata,2019S003769    
No hi ha causa mediata,2019S000145    
No hi ha causa mediata,2019S002691    
No hi ha causa mediata,2019S007449    
No hi ha causa mediata,2019S001954    
No hi ha causa mediata,2019S002416    
No hi ha causa mediata,2019S009636    
No hi ha causa mediata,2019S005940    
No hi ha causa mediata,2019S000578    
No hi ha causa mediata,2019S000318    
No hi ha causa mediata,2019S002946    
Alcoholèmia,2019S007858    
No hi ha causa mediata,2019S008221    
No hi ha causa mediata,2019S007537    
No hi ha causa mediata,2019S003629    
No hi ha causa mediata,2019S001007    
No hi ha causa mediata,2019S004679    
No hi ha causa mediata,2019S005477    
No hi ha causa mediata,2019S008233    
No hi ha causa mediata,2019S001233    
No hi ha causa mediata,2019S006200    
No hi ha causa mediata,2019S001057    
No hi ha causa mediata,2019S010022    
No hi ha causa mediata,2019S001535    
No hi ha causa mediata,2019S007077    
No hi ha causa mediata,2019S008759    
No hi ha causa mediata,2019S005544    
No hi ha causa mediata,2019S003818    
No hi ha causa mediata,2019S003469    
No hi ha causa mediata,2019S006163    
No hi ha causa mediata,2019S006949    
No hi ha causa mediata,2019S005860    
No hi ha causa mediata,2019S008908    
No hi ha causa mediata,2019S006545    
No hi ha causa mediata,2019S000612    
No hi ha causa mediata,2019S008788    
No hi ha causa mediata,2019S001721    
No hi ha causa mediata,2019S002865    
No hi ha causa mediata,2019S003929    
No hi ha causa mediata,2019S001738    
No hi ha causa mediata,2019S004036    
No hi ha causa mediata,2019S001643    
No hi ha causa mediata,2019S009653    
No hi ha causa mediata,2019S005706    
Calçada en mal estat,2019S009296    
No hi ha causa mediata,2019S008811    
No hi ha causa mediata,2019S006424    
No hi ha causa mediata,2019S004554    
No hi ha causa mediata,2019S006608    
No hi ha causa mediata,2019S009728    
No hi ha causa mediata,2019S005457    
No hi ha causa mediata,2019S004767    
No hi ha causa mediata,2019S003986    
No hi ha causa mediata,2019S002035    
No hi ha causa mediata,2019S008123    
No hi ha causa mediata,2019S002076    
No hi ha causa mediata,2019S003998    
No hi ha causa mediata,2019S004406    
No hi ha causa mediata,2019S005489    
No hi ha causa mediata,2019S007385    
No hi ha causa mediata,2019S008938    
No hi ha causa mediata,2019S008954    
No hi ha causa mediata,2019S003122    
No hi ha causa mediata,2019S004366    
No hi ha causa mediata,2019S002614    
No hi ha causa mediata,2019S006567    
No hi ha causa mediata,2019S005861    
Alcoholèmia,2019S008000    
No hi ha causa mediata,2019S009628    
No hi ha causa mediata,2019S009445    
No hi ha causa mediata,2019S006068    
No hi ha causa mediata,2019S000400    
No hi ha causa mediata,2019S007304    
No hi ha causa mediata,2019S001189    
No hi ha causa mediata,2019S000835    
No hi ha causa mediata,2019S007121    
No hi ha causa mediata,2019S006743    
No hi ha causa mediata,2019S001652    
No hi ha causa mediata,2019S006194    
No hi ha causa mediata,2019S004426    
No hi ha causa mediata,2019S005628    
No hi ha causa mediata,2019S001068    
No hi ha causa mediata,2019S003471    
No hi ha causa mediata,2019S004289    
No hi ha causa mediata,2019S008144    
No hi ha causa mediata,2019S001659    
No hi ha causa mediata,2019S001663    
No hi ha causa mediata,2019S002395    
No hi ha causa mediata,2019S008639    
No hi ha causa mediata,2019S000061    
No hi ha causa mediata,2019S000735    
No hi ha causa mediata,2019S002456    
No hi ha causa mediata,2019S008162    
No hi ha causa mediata,2019S001313    
No hi ha causa mediata,2019S005545    
No hi ha causa mediata,2019S007238    
No hi ha causa mediata,2019S007419    
No hi ha causa mediata,2019S004101    
No hi ha causa mediata,2019S005834    
No hi ha causa mediata,2019S008410    
No hi ha causa mediata,2019S001316    
No hi ha causa mediata,2019S001596    
No hi ha causa mediata,2019S002404    
No hi ha causa mediata,2019S004465    
No hi ha causa mediata,2019S001782    
No hi ha causa mediata,2019S006664    
No hi ha causa mediata,2019S001540    
No hi ha causa mediata,2019S008859    
No hi ha causa mediata,2019S003061    
No hi ha causa mediata,2019S006063    
No hi ha causa mediata,2019S007832    
No hi ha causa mediata,2019S003684    
No hi ha causa mediata,2019S007237    
No hi ha causa mediata,2019S000268    
No hi ha causa mediata,2019S004067    
No hi ha causa mediata,2019S005947    
Alcoholèmia,2019S005018    
Alcoholèmia,2019S008217    
No hi ha causa mediata,2019S000476    
No hi ha causa mediata,2019S006439    
Alcoholèmia,2019S004315    
No hi ha causa mediata,2019S003370    
No hi ha causa mediata,2019S007306    
No hi ha causa mediata,2019S004293    
No hi ha causa mediata,2019S006553    
No hi ha causa mediata,2019S006781    
No hi ha causa mediata,2019S006415    
No hi ha causa mediata,2019S002640    
No hi ha causa mediata,2019S006137    
No hi ha causa mediata,2019S008468    
No hi ha causa mediata,2019S002091    
No hi ha causa mediata,2019S007392    
No hi ha causa mediata,2019S002643    
No hi ha causa mediata,2019S004646    
No hi ha causa mediata,2019S004921    
No hi ha causa mediata,2019S007593    
No hi ha causa mediata,2019S004111    
No hi ha causa mediata,2019S002112    
No hi ha causa mediata,2019S008656    
No hi ha causa mediata,2019S002686    
Alcoholèmia,2019S002515    
No hi ha causa mediata,2019S002979    
No hi ha causa mediata,2019S001866    
No hi ha causa mediata,2019S008278    
No hi ha causa mediata,2019S003543    
No hi ha causa mediata,2019S001365    
No hi ha causa mediata,2019S005598    
No hi ha causa mediata,2019S007122    
No hi ha causa mediata,2019S006300    
No hi ha causa mediata,2019S005730    
No hi ha causa mediata,2019S007095    
No hi ha causa mediata,2019S010050    
No hi ha causa mediata,2019S001460    
No hi ha causa mediata,2019S001394    
No hi ha causa mediata,2019S009746    
No hi ha causa mediata,2019S007840    
No hi ha causa mediata,2019S007028    
No hi ha causa mediata,2019S000356    
No hi ha causa mediata,2019S001952    
No hi ha causa mediata,2019S004776    
No hi ha causa mediata,2019S007239    
No hi ha causa mediata,2019S008029    
No hi ha causa mediata,2019S002762    
No hi ha causa mediata,2019S004186    
No hi ha causa mediata,2019S000333    
No hi ha causa mediata,2019S007324    
No hi ha causa mediata,2019S006230    
No hi ha causa mediata,2019S006057    
No hi ha causa mediata,2019S003443    
No hi ha causa mediata,2019S004985    
No hi ha causa mediata,2019S007632    
No hi ha causa mediata,2019S004515    
No hi ha causa mediata,2019S008514    
No hi ha causa mediata,2019S007487    
No hi ha causa mediata,2019S008403    
No hi ha causa mediata,2019S005812    
Alcoholèmia,2019S000718    
No hi ha causa mediata,2019S000864    
No hi ha causa mediata,2019S003831    
No hi ha causa mediata,2019S009936    
No hi ha causa mediata,2019S009962    
No hi ha causa mediata,2019S006938    
No hi ha causa mediata,2019S009606    
No hi ha causa mediata,2019S007576    
No hi ha causa mediata,2019S002151    
No hi ha causa mediata,2019S004787    
No hi ha causa mediata,2019S000829    
No hi ha causa mediata,2019S004322    
No hi ha causa mediata,2019S002436    
No hi ha causa mediata,2019S002584    
No hi ha causa mediata,2019S002559    
No hi ha causa mediata,2019S008081    
No hi ha causa mediata,2019S005793    
No hi ha causa mediata,2019S002741    
No hi ha causa mediata,2019S006205    
No hi ha causa mediata,2019S008021    
No hi ha causa mediata,2019S008841    
No hi ha causa mediata,2019S001243    
No hi ha causa mediata,2019S008769    
No hi ha causa mediata,2019S000640    
No hi ha causa mediata,2019S005594    
No hi ha causa mediata,2019S009734    
No hi ha causa mediata,2019S008930    
No hi ha causa mediata,2019S004209    
No hi ha causa mediata,2019S000603    
No hi ha causa mediata,2019S007513    
No hi ha causa mediata,2019S007196    
No hi ha causa mediata,2019S000196    
No hi ha causa mediata,2019S008060    
No hi ha causa mediata,2019S005127    
No hi ha causa mediata,2019S007130    
No hi ha causa mediata,2019S007926    
No hi ha causa mediata,2019S005466    
Alcoholèmia,2019S008397    
Excés de velocitat o inadequada,2019S005131    
Calçada en mal estat,2019S005938    
No hi ha causa mediata,2019S007876    
No hi ha causa mediata,2019S002549    
No hi ha causa mediata,2019S002815    
No hi ha causa mediata,2019S003218    
No hi ha causa mediata,2019S002660    
No hi ha causa mediata,2019S008544    
No hi ha causa mediata,2019S009311    
No hi ha causa mediata,2019S006268    
No hi ha causa mediata,2019S004941    
No hi ha causa mediata,2019S000786    
No hi ha causa mediata,2019S005712    
No hi ha causa mediata,2019S002781    
No hi ha causa mediata,2019S007531    
No hi ha causa mediata,2019S001231    
No hi ha causa mediata,2019S000912    
No hi ha causa mediata,2019S000439    
No hi ha causa mediata,2019S009818    
No hi ha causa mediata,2019S003264    
No hi ha causa mediata,2019S006744    
No hi ha causa mediata,2019S007400    
No hi ha causa mediata,2019S004686    
No hi ha causa mediata,2019S008852    
No hi ha causa mediata,2019S001393    
No hi ha causa mediata,2019S008323    
No hi ha causa mediata,2019S001916    
Objectes o animals a la calçada,2019S006892    
No hi ha causa mediata,2019S001921    
No hi ha causa mediata,2019S004505    
No hi ha causa mediata,2019S000854    
No hi ha causa mediata,2019S007170    
No hi ha causa mediata,2019S004032    
No hi ha causa mediata,2019S005967    
No hi ha causa mediata,2019S009032    
No hi ha causa mediata,2019S005156    
No hi ha causa mediata,2019S002737    
No hi ha causa mediata,2019S009993    
No hi ha causa mediata,2019S006705    
No hi ha causa mediata,2019S007716    
No hi ha causa mediata,2019S003859    
No hi ha causa mediata,2019S004098    
No hi ha causa mediata,2019S001021    
No hi ha causa mediata,2019S008115    
No hi ha causa mediata,2019S005212    
Alcoholèmia,2019S009650    
No hi ha causa mediata,2019S001203    
Alcoholèmia,2019S004709    
No hi ha causa mediata,2019S003787    
No hi ha causa mediata,2019S003080    
No hi ha causa mediata,2019S003779    
No hi ha causa mediata,2019S001837    
No hi ha causa mediata,2019S002382    
No hi ha causa mediata,2019S001699    
No hi ha causa mediata,2019S000217    
No hi ha causa mediata,2019S008058    
No hi ha causa mediata,2019S002362    
No hi ha causa mediata,2019S009416    
No hi ha causa mediata,2019S008733    
No hi ha causa mediata,2019S008720    
No hi ha causa mediata,2019S000764    
No hi ha causa mediata,2019S002420    
No hi ha causa mediata,2019S001764    
No hi ha causa mediata,2019S009789    
No hi ha causa mediata,2019S007276    
No hi ha causa mediata,2019S005273    
No hi ha causa mediata,2019S003348    
No hi ha causa mediata,2019S009822    
No hi ha causa mediata,2019S001093    
No hi ha causa mediata,2019S005951    
No hi ha causa mediata,2019S000995    
No hi ha causa mediata,2019S007173    
No hi ha causa mediata,2019S002417    
No hi ha causa mediata,2019S009110    
No hi ha causa mediata,2019S000842    
No hi ha causa mediata,2019S007007    
No hi ha causa mediata,2019S007530    
No hi ha causa mediata,2019S006668    
No hi ha causa mediata,2019S001804    
No hi ha causa mediata,2019S008167    
No hi ha causa mediata,2019S008640    
No hi ha causa mediata,2019S007534    
No hi ha causa mediata,2019S005993    
No hi ha causa mediata,2019S009909    
No hi ha causa mediata,2019S001077    
No hi ha causa mediata,2019S008669    
No hi ha causa mediata,2019S008524    
No hi ha causa mediata,2019S007954    
No hi ha causa mediata,2019S006108    
No hi ha causa mediata,2019S000273    
No hi ha causa mediata,2019S009550    
No hi ha causa mediata,2019S002288    
No hi ha causa mediata,2019S009216    
No hi ha causa mediata,2019S006621    
No hi ha causa mediata,2019S004867    
No hi ha causa mediata,2019S005783    
No hi ha causa mediata,2019S005316    
No hi ha causa mediata,2019S007542    
No hi ha causa mediata,2019S008434    
No hi ha causa mediata,2019S005962    
No hi ha causa mediata,2019S003634    
No hi ha causa mediata,2019S003132    
No hi ha causa mediata,2019S000508    
No hi ha causa mediata,2019S007273    
No hi ha causa mediata,2019S002758    
No hi ha causa mediata,2019S009568    
No hi ha causa mediata,2019S005853    
No hi ha causa mediata,2019S008200    
No hi ha causa mediata,2019S009509    
No hi ha causa mediata,2019S005138    
No hi ha causa mediata,2019S004025    
No hi ha causa mediata,2019S008760    
Calçada en mal estat,2019S009890    
No hi ha causa mediata,2019S009817    
No hi ha causa mediata,2019S002748    
